0.000000000000000000e+00 -4.605170185988090914e+00 -4.198301097803752491e+00 -3.791432009619413179e+00 -3.384562921435074312e+00 -2.977693833250734556e+00 -2.570824745066396133e+00 -2.163955656882056822e+00 -1.757086568697717732e+00 -1.350217480513378421e+00 -9.433483923290394424e-01 -5.364793041447002420e-01 -1.296102159603610970e-01 2.772588722239775483e-01 6.841279604083172483e-01 1.090997048592655894e+00 1.497866136776995649e+00 1.904735224961334072e+00 2.311604313145672940e+00 2.718473401330012695e+00 3.125342489514351119e+00 3.532211577698690874e+00 3.939080665883029742e+00 4.345949754067369497e+00 4.752818842251708809e+00 5.159687930436046344e+00 5.566557018620385655e+00 5.973426106804725855e+00 6.380295194989063390e+00 6.787164283173403589e+00 7.194033371357742901e+00 7.600902459542082212e+00
-5.809142990314026811e+00 1.851571148749103770e+02 1.231885455325235341e+02 8.193435851068801412e+01 5.447049656144393737e+01 3.618745599676372393e+01 2.401663576411317891e+01 1.591525578918693462e+01 1.052356040748929544e+01 6.936494873015703888e+00 4.551807916732255599e+00 2.968800722003346770e+00 1.920928701977913766e+00 1.230773193903661689e+00 7.799179620104964572e-01 4.888384072703508276e-01 3.036813762795855798e-01 1.876962952307862087e-01 1.159513445543727261e-01 7.187677427100534755e-02 4.480131727398300318e-02 2.808393159622950275e-02 1.767555053427559766e-02 -1.662539494703133350e-02 -4.431887694775352160e-02 4.409364548613399319e-03 -6.791143550088462044e-01 4.781226901507513137e-03 9.741404512690235266e-04 6.617183817880195433e-04 2.373492841387178783e-04 3.047565863775120241e-04
-5.419525446167362759e+00 2.005240698683768983e+02 1.334129191669549641e+02 8.873517093874983175e+01 5.899216401731818848e+01 3.919186339295098520e+01 2.601099994971806950e+01 1.723728992448415553e+01 1.139809592440675701e+01 7.513306361367851238e+00 4.930644609538933132e+00 3.216167795832368448e+00 2.081206633168330544e+00 1.333613768450345516e+00 8.451571422239501086e-01 5.297417001358450950e-01 3.290404028022643201e-01 2.032844062443119326e-01 1.254781209286322530e-01 7.768032151872099333e-02 4.832778737187759521e-02 3.021456159030982622e-02 1.895209940501723159e-02 1.189806260018272215e-02 -2.506985705812593210e-02 4.650428402077923760e-03 2.881550561649216368e-03 1.754454804008894094e-03 1.066437362124854132e-03 5.819747949412800879e-04 2.853219264900947127e+00 -5.451913755967987066e-03
-5.029907902020697819e+00 2.149751306117332490e+02 1.430282369212759193e+02 9.513119628825820939e+01 6.324502531047418330e+01 4.201798271522732620e+01 2.788733624656840604e+01 1.848139062591839377e+01 1.222140936731607397e+01 8.056608797577437642e+00 5.287730260070863331e+00 3.449553912611394768e+00 2.232604243084201467e+00 1.430889711162441458e+00 9.069507165612765709e-01 5.685119720007550947e-01 3.530761533957844645e-01 2.180333382311074875e-01 1.344592868989425705e-01 8.311174076164933033e-02 5.158857874668958815e-02 3.214926303372916266e-02 2.008069981281431285e-02 1.253690578534856145e-02 7.800327024037436233e-03 4.821740855333980433e-03 5.052667790662342118e-02 1.781127803330324758e-03 1.061023296465656192e-03 -1.221686268102439410e+00 9.654950085731862919e-02 1.970704779871462059e-02
-4.640290357874032878e+00 2.278647546117762204e+02 1.516051640213841836e+02 1.008370345126871257e+02 6.703950257356213172e+01 4.454002631926172739e+01 2.956230953779085269e+01 1.959248513962826621e+01 1.295717470515127978e+01 8.542597099097962499e+00 5.607565604660527114e+00 3.658961176361082757e+00 2.368748904243563214e+00 1.518591433299937288e+00 9.628081931848931907e-01 6.036295402237327190e-01 3.748583637257422163e-01 2.313708334623207352e-01 1.425285391005045310e-01 8.793436731713834276e-02 5.442675265722183436e-02 3.378312641657461868e-02 2.098712552103126558e-02 1.301030932586429330e-02 8.020562763098435313e-03 4.898438882626905341e-03 2.951278401993603657e-03 1.744299989769521270e-03 4.182653420526739607e-01 -2.684298717268070344e+00 2.851889132240076124e-04 8.040170434365784047e+00
-4.250672813727368826e+00 2.384401589236383359e+02 1.586430773605870002e+02 1.055199311828348101e+02 7.015459371059839100e+01 4.661138456958843790e+01 3.093882875704322899e+01 2.050643849610830927e+01 1.356319932432936248e+01 8.943648626700145599e+00 5.872198860204048465e+00 3.832837170523660575e+00 2.482298634481545196e+00 1.592120075412928770e+00 1.009890813725746739e+00 6.333610857200945299e-01 3.933331428141355612e-01 2.426504535631648640e-01 1.492849278008067104e-01 9.189177144555898957e-02 5.667501556815518482e-02 3.500115115577483171e-02 2.159405977718160258e-02 1.326341733700951708e-02 8.076800379550060083e-03 4.852366146951777454e-03 2.858617792763059988e-03 1.637203583372745562e-03 8.994657905258726356e-04 -4.996390834328619523e-01 2.080721554750044353e-04 -2.555741463133253344e+00
-3.861055269580704330e+00 2.457996866301072600e+02 1.635423728460390009e+02 1.087813656142881200e+02 7.232564182570180833e+01 4.805651221150915120e+01 3.190066477074363860e+01 2.114649790349834646e+01 1.398899329785009193e+01 9.226732041499614567e+00 6.060185929134615179e+00 3.957403861025219349e+00 2.564517229393063591e+00 1.646021474505361404e+00 1.044846860487637974e+00 6.556723917924500711e-01 4.072712493162259362e-01 2.511245529947202515e-01 1.542645439366430726e-01 9.468658008237569590e-02 5.813628626213816764e-02 3.566971286282681619e-02 2.180757320786707448e-02 1.322963541222576221e-02 7.921303409329207013e-03 4.649131682046909325e-03 2.649066401540007241e-03 1.443131961448647100e-03 7.299821826284578260e-04 -7.337386902204752204e-01 5.033180061763519175e-01 1.948628099238764566e+00
-3.471437725434039390e+00 2.489355002927048588e+02 1.656328577638326180e+02 1.101759230569936392e+02 7.325686966332811778e+01 4.867924419739116360e+01 3.231795826336740873e+01 2.142693232878192333e+01 1.417818346356536807e+01 9.354990389914808802e+00 6.147622781489737065e+00 4.017326580060251118e+00 2.605705097195351261e+00 1.674262411861344946e+00 1.063988597372347078e+00 6.683411224994082467e-01 4.153406917464040338e-01 2.559880355268780994e-01 1.569696799383286101e-01 9.600186094419881078e-02 5.860105362553076624e-02 3.564549189157190795e-02 2.152819366276949309e-02 1.283646367925552444e-02 7.501699093077545365e-03 4.249984271489149791e-03 2.293350186507332571e-03 1.140013973811435620e-03 4.792187932223124377e-04 1.181725524237316568e-04 2.743967062017873104e+00 7.239458966772165625e-03
-3.081820181287374449e+00 2.467818278384236237e+02 1.642057980030299404e+02 1.092325581522528068e+02 7.263546491479893064e+01 4.827210312624994515e+01 3.205334806662661862e+01 2.125704656586229291e+01 1.407112316343346770e+01 9.289420352425864280e+00 6.109211251587412406e+00 3.996379088065425300e+00 2.595606669521401955e+00 1.670476362184821317e+00 1.063436840237423464e+00 6.690444125956388488e-01 4.161611114225093888e-01 2.564149708446487042e-01 1.568930990362790434e-01 9.551368945958713108e-02 5.785368695118640187e-02 3.477928911233530568e-02 2.064577477325831023e-02 1.200718904955783498e-02 6.759847070379997221e-03 3.611713811058218319e-03 1.760364123027726184e-03 7.044277381573643172e-04 1.305480869757753208e-04 -1.568633330890675641e-04 -2.106564722480382734e+00 -4.839771176740863680e-04
-2.692202637140709953e+00 2.382945971662547038e+02 1.585667745652975498e+02 1.054896254520052139e+02 7.015474450014565377e+01 4.663156601648764621e+01 3.097198340047918563e+01 2.054769987006801202e+01 1.360909155668841741e+01 8.991536612266457951e+00 5.919913901261497635e+00 3.878442457670968402e+00 2.523992134600790305e+00 1.628289219962524736e+00 1.039311914782909074e+00 6.554630241000872770e-01 4.083622974641362147e-01 2.515895365219992796e-01 1.535371554455338128e-01 9.290478672447777253e-02 5.568142222623762017e-02 3.292197053853906236e-02 1.905592867733411216e-02 1.066055156640524290e-02 5.636540590656860875e-03 2.689262757147960203e-03 1.014222876771930402e-03 1.095945199323782059e-04 -3.373616532840083217e-04 -5.211648027657581235e-04 1.753618483618776813e-01 -8.566098364016090372e-01
-2.302585092994045457e+00 2.226464306388870114e+02 1.481651912954171451e+02 9.858079259005172901e+01 6.557104841985437815e+01 4.359564276457675192e+01 2.896624813542842602e+01 1.922748048705182100e+01 1.274478709709885038e+01 8.430098714657820125e+00 5.559194585546443079e+00 3.650118461688896865e+00 2.382222557069728186e+00 1.542226891997241722e+00 9.882162216456255033e-01 6.255474868245576303e-01 3.907335663897767986e-01 2.408009098871181641e-01 1.464725459852626588e-01 8.790175331186601826e-02 5.189843606691452171e-02 2.993962682358999178e-02 1.665680672744625918e-02 8.719704527632866214e-03 4.070848781430332942e-03 1.435208649607585055e-03 1.904913445202324884e-05 -6.723503710372755009e-04 -9.457382589398831028e-04 -9.898662649015584243e-04 -2.640710765563634155e-01 -8.275708074781578175e-04
